Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Haziran,20,2024-06-20,Nakit,1480.42,Giyim,Ayakkabı
2024,Haziran,9,2024-06-09,Banka Kartı,6565.45,Fatura,Elektrik
2024,Mart,19,2024-03-19,Nakit,2899.12,Sağlık,İlaç
2024,Şubat,16,2024-02-16,Banka Kartı,4981.15,Ulaşım,Benzin
2024,Şubat,9,2024-02-09,Kredi Kartı,11094.3,Eğlence,Konser
2024,Nisan,12,2024-04-12,Kredi Kartı,5549.57,Abonelikler,Online hizmet
2024,Ocak,3,2024-01-03,Banka Kartı,3799.41,Eğlence,Konser
2024,Mayıs,13,2024-05-13,Banka Kartı,12066.41,Abonelikler,Yazılım
2024,Haziran,30,2024-06-30,Kredi Kartı,7152.24,Gıda,Market alışverişi
2024,Şubat,22,2024-02-22,Banka Kartı,6575.61,Ulaşım,Araç kiralama
2024,Şubat,28,2024-02-28,Kredi Kartı,8333.54,Giyim,Ayakkabı
2024,Mart,11,2024-03-11,Nakit,5382.42,Eğlence,Etkinlik
2024,Nisan,27,2024-04-27,Kredi Kartı,5536.26,Giyim,Ayakkabı
2024,Ocak,11,2024-01-11,Nakit,6200.3,Eğlence,Sinema
2024,Mayıs,2,2024-05-02,Dijital Cüzdan,6917.21,Giyim,Aksesuar
2024,Haziran,9,2024-06-09,Kredi Kartı,226.61,Gıda,Market alışverişi
2024,Ocak,19,2024-01-19,Kredi Kartı,4568.56,Gıda,Restoran
2024,Mayıs,4,2024-05-04,Nakit,6430.54,Gıda,Yemek
2024,Mayıs,19,2024-05-19,Nakit,1.0,Sağlık,İlaç
2024,Mayıs,9,2024-05-09,Banka Kartı,7370.04,Abonelikler,Yazılım
2024,Mart,22,2024-03-22,Kredi Kartı,5016.07,Fatura,Doğalgaz
2024,Şubat,27,2024-02-27,Dijital Cüzdan,4160.47,Eğlence,Konser
2024,Haziran,4,2024-06-04,Dijital Cüzdan,5254.51,Ulaşım,Araç kiralama
2024,Şubat,3,2024-02-03,Nakit,7567.6,Fatura,Su
2024,Ocak,10,2024-01-10,Dijital Cüzdan,4525.21,Fatura,Elektrik
2024,Mayıs,14,2024-05-14,Kredi Kartı,4905.44,Abonelikler,Yazılım
2024,Ocak,21,2024-01-21,Kredi Kartı,2977.03,Ulaşım,Benzin
2024,Mart,10,2024-03-10,Nakit,5744.17,Giyim,Kıyafet
2024,Ocak,5,2024-01-05,Kredi Kartı,4869.18,Gıda,Yemek
2024,Şubat,3,2024-02-03,Banka Kartı,2379.21,Abonelikler,Yazılım
2024,Mart,20,2024-03-20,Banka Kartı,7442.87,Gıda,Market alışverişi
2024,Ocak,8,2024-01-08,Kredi Kartı,5172.68,Abonelikler,Online hizmet
2024,Ocak,30,2024-01-30,Banka Kartı,4798.21,Gıda,Restoran
2024,Ocak,5,2024-01-05,Dijital Cüzdan,10104.93,Sağlık,İlaç
2024,Mayıs,8,2024-05-08,Kredi Kartı,5951.01,Eğlence,Sinema
2024,Ocak,20,2024-01-20,Nakit,4118.71,Fatura,Doğalgaz
2024,Mart,2,2024-03-02,Banka Kartı,1.0,Sağlık,İlaç
2024,Mayıs,20,2024-05-20,Banka Kartı,1.0,Fatura,Su
2024,Şubat,26,2024-02-26,Dijital Cüzdan,1230.07,Sağlık,Hastane
2024,Şubat,27,2024-02-27,Dijital Cüzdan,1629.94,Eğlence,Sinema
2024,Mayıs,4,2024-05-04,Kredi Kartı,10160.41,Abonelikler,Dergi
2024,Ocak,31,2024-01-31,Kredi Kartı,1588.24,Ulaşım,Araç kiralama
2024,Nisan,20,2024-04-20,Nakit,9720.67,Eğlence,Sinema
2024,Şubat,11,2024-02-11,Kredi Kartı,4358.19,Ulaşım,Araç kiralama
2024,Nisan,26,2024-04-26,Kredi Kartı,9401.39,Ulaşım,Araç kiralama
2024,Mayıs,18,2024-05-18,Nakit,3079.05,Ulaşım,Benzin
2024,Haziran,18,2024-06-18,Kredi Kartı,3389.02,Eğlence,Etkinlik
2024,Mayıs,20,2024-05-20,Dijital Cüzdan,1446.15,Eğlence,Etkinlik
2024,Şubat,15,2024-02-15,Banka Kartı,6260.87,Fatura,Su
2024,Nisan,10,2024-04-10,Dijital Cüzdan,9141.6,Ulaşım,Benzin
2024,Nisan,29,2024-04-29,Nakit,1662.3,Fatura,Su
2024,Ocak,14,2024-01-14,Dijital Cüzdan,5045.08,Sağlık,İlaç
2024,Ocak,26,2024-01-26,Banka Kartı,1.0,Abonelikler,Yazılım
2024,Haziran,15,2024-06-15,Nakit,4482.02,Abonelikler,Yazılım
2024,Haziran,5,2024-06-05,Kredi Kartı,5440.63,Sağlık,Doktor
2024,Mayıs,15,2024-05-15,Nakit,3772.46,Fatura,Su
2024,Ocak,25,2024-01-25,Dijital Cüzdan,3859.84,Abonelikler,Online hizmet
2024,Mayıs,25,2024-05-25,Banka Kartı,3657.79,Fatura,Doğalgaz
2024,Haziran,22,2024-06-22,Nakit,3387.72,Eğlence,Sinema
2024,Mayıs,5,2024-05-05,Nakit,7924.78,Fatura,Elektrik
2024,Haziran,22,2024-06-22,Nakit,1070.7,Abonelikler,Online hizmet
2024,Mart,18,2024-03-18,Nakit,1.0,Ulaşım,Toplu taşıma
2024,Haziran,24,2024-06-24,Banka Kartı,6582.4,Ulaşım,Benzin
2024,Ocak,14,2024-01-14,Nakit,2661.28,Gıda,Yemek
2024,Ocak,13,2024-01-13,Dijital Cüzdan,9457.35,Sağlık,İlaç
2024,Ocak,22,2024-01-22,Dijital Cüzdan,4175.48,Ulaşım,Toplu taşıma
2024,Ocak,28,2024-01-28,Banka Kartı,11543.14,Eğlence,Etkinlik
2024,Şubat,26,2024-02-26,Nakit,1.0,Ulaşım,Toplu taşıma
2024,Mayıs,23,2024-05-23,Dijital Cüzdan,3653.59,Abonelikler,Online hizmet
2024,Mayıs,2,2024-05-02,Banka Kartı,5723.4,Sağlık,İlaç
2024,Mayıs,9,2024-05-09,Banka Kartı,4858.16,Sağlık,Hastane
2024,Şubat,2,2024-02-02,Banka Kartı,1418.86,Abonelikler,Online hizmet
2024,Mart,23,2024-03-23,Nakit,1847.48,Sağlık,İlaç
2024,Ocak,20,2024-01-20,Nakit,3142.65,Sağlık,Hastane
2024,Ocak,14,2024-01-14,Kredi Kartı,1940.74,Abonelikler,Yazılım
2024,Ocak,22,2024-01-22,Dijital Cüzdan,1054.05,Sağlık,İlaç
2024,Şubat,18,2024-02-18,Nakit,7218.53,Eğlence,Etkinlik
2024,Nisan,15,2024-04-15,Dijital Cüzdan,5275.49,Abonelikler,Dergi
2024,Şubat,25,2024-02-25,Nakit,9191.23,Eğlence,Konser
2024,Nisan,24,2024-04-24,Nakit,3674.73,Giyim,Aksesuar
2024,Haziran,27,2024-06-27,Kredi Kartı,3599.62,Fatura,Su
2024,Şubat,7,2024-02-07,Banka Kartı,7884.04,Ulaşım,Benzin
2024,Nisan,11,2024-04-11,Banka Kartı,9548.01,Eğlence,Etkinlik
2024,Haziran,13,2024-06-13,Nakit,1.0,Eğlence,Etkinlik
2024,Mart,4,2024-03-04,Kredi Kartı,5897.35,Sağlık,Doktor
2024,Mart,11,2024-03-11,Banka Kartı,6372.06,Sağlık,İlaç
2024,Mart,31,2024-03-31,Kredi Kartı,3803.14,Ulaşım,Araç kiralama
2024,Haziran,22,2024-06-22,Kredi Kartı,5555.51,Fatura,Elektrik
2024,Şubat,13,2024-02-13,Nakit,6255.68,Ulaşım,Toplu taşıma
2024,Nisan,22,2024-04-22,Dijital Cüzdan,4868.17,Giyim,Kıyafet
2024,Mart,30,2024-03-30,Banka Kartı,7988.17,Sağlık,Hastane
2024,Şubat,6,2024-02-06,Nakit,3322.67,Eğlence,Etkinlik
2024,Mayıs,10,2024-05-10,Banka Kartı,2246.18,Ulaşım,Araç kiralama
2024,Mart,13,2024-03-13,Kredi Kartı,5656.06,Gıda,Market alışverişi
2024,Şubat,3,2024-02-03,Dijital Cüzdan,6087.63,Ulaşım,Toplu taşıma
2024,Nisan,1,2024-04-01,Kredi Kartı,7109.14,Eğlence,Sinema
2024,Nisan,14,2024-04-14,Banka Kartı,5413.13,Gıda,Restoran
2024,Mart,17,2024-03-17,Dijital Cüzdan,3141.05,Gıda,Yemek
2024,Haziran,1,2024-06-01,Banka Kartı,6150.34,Fatura,Elektrik
2024,Nisan,1,2024-04-01,Kredi Kartı,7817.45,Abonelikler,Online hizmet
2024,Ocak,14,2024-01-14,Kredi Kartı,3404.97,Gıda,Market alışverişi
2024,Mayıs,12,2024-05-12,Nakit,5509.63,Eğlence,Etkinlik
2024,Mayıs,15,2024-05-15,Kredi Kartı,6030.44,Ulaşım,Toplu taşıma
2024,Şubat,14,2024-02-14,Dijital Cüzdan,6140.88,Eğlence,Sinema
2024,Şubat,5,2024-02-05,Banka Kartı,6632.27,Giyim,Aksesuar
2024,Ocak,30,2024-01-30,Nakit,8324.28,Eğlence,Etkinlik
2024,Ocak,27,2024-01-27,Dijital Cüzdan,5787.33,Ulaşım,Toplu taşıma
2024,Ocak,3,2024-01-03,Nakit,3844.11,Ulaşım,Toplu taşıma
2024,Nisan,24,2024-04-24,Dijital Cüzdan,6020.77,Abonelikler,Dergi
2024,Haziran,24,2024-06-24,Dijital Cüzdan,1898.23,Giyim,Ayakkabı
2024,Mart,2,2024-03-02,Banka Kartı,6286.84,Fatura,Elektrik
2024,Ocak,30,2024-01-30,Banka Kartı,27.99,Eğlence,Konser
2024,Mayıs,13,2024-05-13,Nakit,1.0,Giyim,Aksesuar
2024,Haziran,11,2024-06-11,Nakit,4223.05,Sağlık,İlaç
2024,Ocak,28,2024-01-28,Kredi Kartı,695.86,Giyim,Aksesuar
2024,Şubat,28,2024-02-28,Banka Kartı,1.0,Sağlık,Hastane
2024,Şubat,15,2024-02-15,Banka Kartı,8375.18,Giyim,Aksesuar
2024,Mayıs,4,2024-05-04,Banka Kartı,1062.89,Giyim,Aksesuar
2024,Haziran,24,2024-06-24,Banka Kartı,8865.99,Abonelikler,Online hizmet
2024,Şubat,3,2024-02-03,Dijital Cüzdan,3977.33,Giyim,Aksesuar
2024,Haziran,16,2024-06-16,Nakit,5355.97,Eğlence,Konser
2024,Mart,10,2024-03-10,Dijital Cüzdan,5886.63,Giyim,Aksesuar
2024,Haziran,18,2024-06-18,Dijital Cüzdan,9112.4,Abonelikler,Online hizmet
2024,Şubat,8,2024-02-08,Dijital Cüzdan,3638.03,Abonelikler,Yazılım
2024,Şubat,17,2024-02-17,Kredi Kartı,1980.92,Eğlence,Sinema
2024,Ocak,4,2024-01-04,Nakit,3789.38,Eğlence,Etkinlik
2024,Mart,27,2024-03-27,Banka Kartı,791.39,Giyim,Kıyafet
2024,Mayıs,20,2024-05-20,Banka Kartı,5427.45,Eğlence,Sinema
2024,Şubat,25,2024-02-25,Kredi Kartı,8298.65,Giyim,Aksesuar
2024,Şubat,12,2024-02-12,Dijital Cüzdan,9348.9,Sağlık,Hastane
2024,Mart,15,2024-03-15,Nakit,6200.28,Abonelikler,Yazılım
2024,Ocak,5,2024-01-05,Banka Kartı,6021.96,Eğlence,Etkinlik
2024,Haziran,4,2024-06-04,Banka Kartı,2338.08,Gıda,Market alışverişi
2024,Mayıs,2,2024-05-02,Dijital Cüzdan,6026.25,Ulaşım,Toplu taşıma
2024,Ocak,16,2024-01-16,Kredi Kartı,429.63,Eğlence,Sinema
2024,Ocak,7,2024-01-07,Banka Kartı,3512.01,Abonelikler,Dergi
2024,Nisan,24,2024-04-24,Kredi Kartı,6313.25,Ulaşım,Benzin
2024,Nisan,25,2024-04-25,Nakit,9240.23,Abonelikler,Dergi
2024,Mart,13,2024-03-13,Dijital Cüzdan,2155.14,Giyim,Ayakkabı
2024,Nisan,24,2024-04-24,Dijital Cüzdan,3465.76,Eğlence,Konser
2024,Haziran,3,2024-06-03,Kredi Kartı,7455.33,Abonelikler,Dergi
2024,Şubat,5,2024-02-05,Nakit,4244.83,Sağlık,Hastane
2024,Nisan,28,2024-04-28,Kredi Kartı,7704.36,Abonelikler,Online hizmet
2024,Ocak,22,2024-01-22,Kredi Kartı,1310.76,Eğlence,Sinema
2024,Haziran,24,2024-06-24,Nakit,4524.19,Sağlık,Doktor
2024,Şubat,15,2024-02-15,Dijital Cüzdan,3599.74,Giyim,Aksesuar
2024,Mart,15,2024-03-15,Banka Kartı,5759.77,Gıda,Restoran
2024,Mart,7,2024-03-07,Kredi Kartı,7170.23,Sağlık,Hastane
2024,Mart,30,2024-03-30,Dijital Cüzdan,3844.91,Fatura,Elektrik
2024,Ocak,26,2024-01-26,Kredi Kartı,9980.95,Giyim,Kıyafet
2024,Mayıs,10,2024-05-10,Nakit,7278.84,Giyim,Kıyafet
2024,Mayıs,15,2024-05-15,Dijital Cüzdan,6513.04,Abonelikler,Yazılım
2024,Nisan,20,2024-04-20,Dijital Cüzdan,4681.75,Fatura,Elektrik
2024,Mayıs,28,2024-05-28,Nakit,5958.49,Abonelikler,Yazılım
2024,Nisan,14,2024-04-14,Dijital Cüzdan,3254.43,Abonelikler,Yazılım
2024,Nisan,26,2024-04-26,Banka Kartı,7988.25,Eğlence,Sinema
2024,Ocak,24,2024-01-24,Kredi Kartı,4934.37,Fatura,Su
2024,Nisan,9,2024-04-09,Nakit,695.0,Giyim,Kıyafet
2024,Şubat,21,2024-02-21,Banka Kartı,6721.35,Giyim,Kıyafet
2024,Haziran,1,2024-06-01,Banka Kartı,5524.26,Giyim,Aksesuar
2024,Şubat,27,2024-02-27,Dijital Cüzdan,3465.7,Ulaşım,Araç kiralama
2024,Haziran,5,2024-06-05,Kredi Kartı,539.85,Fatura,Elektrik
2024,Mart,24,2024-03-24,Kredi Kartı,8993.49,Ulaşım,Araç kiralama
2024,Haziran,29,2024-06-29,Nakit,3729.61,Gıda,Restoran
2024,Mart,30,2024-03-30,Nakit,7377.06,Giyim,Kıyafet
2024,Mayıs,25,2024-05-25,Banka Kartı,3832.67,Ulaşım,Araç kiralama
2024,Mart,28,2024-03-28,Banka Kartı,464.76,Eğlence,Etkinlik
2024,Haziran,18,2024-06-18,Nakit,3204.76,Eğlence,Konser
2024,Mayıs,3,2024-05-03,Banka Kartı,8582.75,Sağlık,Hastane
2024,Şubat,21,2024-02-21,Kredi Kartı,1587.6,Ulaşım,Araç kiralama
2024,Mayıs,18,2024-05-18,Dijital Cüzdan,3271.01,Eğlence,Konser
2024,Ocak,11,2024-01-11,Kredi Kartı,4091.11,Giyim,Ayakkabı
2024,Haziran,26,2024-06-26,Banka Kartı,12094.5,Sağlık,İlaç
2024,Mart,3,2024-03-03,Kredi Kartı,7079.48,Eğlence,Konser
2024,Ocak,28,2024-01-28,Nakit,7378.44,Ulaşım,Araç kiralama
2024,Nisan,11,2024-04-11,Dijital Cüzdan,3146.02,Abonelikler,Yazılım
2024,Şubat,28,2024-02-28,Dijital Cüzdan,4897.95,Eğlence,Konser
2024,Şubat,13,2024-02-13,Dijital Cüzdan,9370.77,Sağlık,Doktor
2024,Mart,18,2024-03-18,Banka Kartı,5333.74,Eğlence,Sinema
2024,Şubat,29,2024-02-29,Dijital Cüzdan,8481.06,Abonelikler,Yazılım
2024,Mart,18,2024-03-18,Kredi Kartı,6288.96,Gıda,Market alışverişi
2024,Nisan,9,2024-04-09,Kredi Kartı,854.87,Sağlık,Hastane
2024,Mayıs,17,2024-05-17,Banka Kartı,3462.46,Ulaşım,Benzin
2024,Mart,12,2024-03-12,Dijital Cüzdan,11444.25,Fatura,Su
2024,Nisan,15,2024-04-15,Dijital Cüzdan,4679.8,Fatura,Elektrik
2024,Nisan,9,2024-04-09,Dijital Cüzdan,5044.46,Eğlence,Etkinlik
2024,Ocak,19,2024-01-19,Banka Kartı,1.0,Eğlence,Konser
2024,Ocak,30,2024-01-30,Nakit,5424.92,Giyim,Aksesuar
2024,Ocak,23,2024-01-23,Kredi Kartı,3978.83,Abonelikler,Dergi
2024,Şubat,21,2024-02-21,Dijital Cüzdan,4263.14,Abonelikler,Dergi
2024,Mayıs,4,2024-05-04,Banka Kartı,3054.83,Fatura,Elektrik
2024,Mart,17,2024-03-17,Dijital Cüzdan,5308.44,Giyim,Kıyafet
2024,Mart,11,2024-03-11,Nakit,2105.14,Giyim,Aksesuar
2024,Şubat,15,2024-02-15,Dijital Cüzdan,5190.94,Gıda,Restoran
2024,Ocak,30,2024-01-30,Banka Kartı,5253.03,Abonelikler,Online hizmet
2024,Nisan,19,2024-04-19,Kredi Kartı,2818.08,Ulaşım,Toplu taşıma
2024,Ocak,9,2024-01-09,Banka Kartı,6362.46,Eğlence,Sinema
2024,Şubat,6,2024-02-06,Nakit,1755.57,Eğlence,Konser
2024,Ocak,27,2024-01-27,Dijital Cüzdan,4951.5,Gıda,Restoran
2024,Mayıs,12,2024-05-12,Banka Kartı,5896.62,Gıda,Yemek
2024,Mayıs,9,2024-05-09,Nakit,3947.21,Fatura,Su
2024,Şubat,2,2024-02-02,Banka Kartı,6208.99,Giyim,Ayakkabı
2024,Nisan,11,2024-04-11,Dijital Cüzdan,9972.65,Sağlık,Doktor
2024,Mart,22,2024-03-22,Banka Kartı,5881.35,Gıda,Restoran
2024,Şubat,29,2024-02-29,Kredi Kartı,7817.2,Abonelikler,Dergi
2024,Mart,21,2024-03-21,Banka Kartı,1.0,Giyim,Aksesuar
2024,Mayıs,6,2024-05-06,Dijital Cüzdan,4254.69,Giyim,Ayakkabı
2024,Mart,14,2024-03-14,Banka Kartı,7298.19,Sağlık,Doktor
2024,Mayıs,21,2024-05-21,Dijital Cüzdan,10511.4,Abonelikler,Dergi
2024,Mart,20,2024-03-20,Dijital Cüzdan,4856.27,Fatura,Su
2024,Ocak,6,2024-01-06,Banka Kartı,2331.07,Giyim,Kıyafet
2024,Nisan,9,2024-04-09,Dijital Cüzdan,8217.64,Fatura,Su
2024,Mart,10,2024-03-10,Kredi Kartı,3109.75,Fatura,Su
2024,Mart,11,2024-03-11,Kredi Kartı,1418.2,Ulaşım,Araç kiralama
2024,Nisan,14,2024-04-14,Dijital Cüzdan,6193.81,Ulaşım,Araç kiralama
2024,Mart,28,2024-03-28,Nakit,4095.08,Sağlık,İlaç
2024,Ocak,24,2024-01-24,Kredi Kartı,1295.57,Fatura,Doğalgaz
2024,Şubat,15,2024-02-15,Nakit,7017.82,Sağlık,Doktor
2024,Mart,3,2024-03-03,Nakit,4692.03,Gıda,Restoran
2024,Mayıs,31,2024-05-31,Banka Kartı,7248.77,Fatura,Doğalgaz
2024,Haziran,3,2024-06-03,Banka Kartı,8590.6,Abonelikler,Dergi
2024,Mart,11,2024-03-11,Dijital Cüzdan,4819.68,Giyim,Ayakkabı
2024,Şubat,22,2024-02-22,Dijital Cüzdan,2880.48,Gıda,Restoran
2024,Nisan,11,2024-04-11,Kredi Kartı,4979.32,Giyim,Kıyafet
2024,Haziran,19,2024-06-19,Banka Kartı,1.0,Fatura,Elektrik
2024,Nisan,30,2024-04-30,Banka Kartı,5778.26,Abonelikler,Dergi
2024,Ocak,15,2024-01-15,Kredi Kartı,8179.28,Gıda,Yemek
2024,Nisan,22,2024-04-22,Kredi Kartı,3140.92,Ulaşım,Toplu taşıma
2024,Ocak,10,2024-01-10,Nakit,10287.27,Gıda,Restoran
2024,Mart,12,2024-03-12,Banka Kartı,8585.3,Abonelikler,Dergi
2024,Nisan,29,2024-04-29,Nakit,1.0,Gıda,Market alışverişi
2024,Haziran,17,2024-06-17,Dijital Cüzdan,4477.99,Abonelikler,Yazılım
2024,Mayıs,17,2024-05-17,Nakit,4872.14,Giyim,Kıyafet
2024,Mart,10,2024-03-10,Nakit,615.96,Giyim,Ayakkabı
2024,Nisan,10,2024-04-10,Nakit,8415.24,Gıda,Restoran
2024,Şubat,5,2024-02-05,Dijital Cüzdan,2528.09,Gıda,Market alışverişi
2024,Haziran,23,2024-06-23,Banka Kartı,5291.62,Eğlence,Etkinlik
2024,Ocak,16,2024-01-16,Kredi Kartı,6102.24,Sağlık,Hastane
2024,Şubat,8,2024-02-08,Banka Kartı,3877.9,Giyim,Ayakkabı
2024,Mayıs,13,2024-05-13,Nakit,7253.7,Giyim,Ayakkabı
2024,Şubat,14,2024-02-14,Kredi Kartı,7370.52,Sağlık,İlaç
2024,Ocak,22,2024-01-22,Dijital Cüzdan,6115.24,Sağlık,Hastane
2024,Şubat,13,2024-02-13,Nakit,6457.48,Sağlık,Hastane
2024,Mayıs,18,2024-05-18,Nakit,8363.67,Fatura,Doğalgaz
2024,Mayıs,28,2024-05-28,Dijital Cüzdan,4221.87,Ulaşım,Benzin
2024,Mart,17,2024-03-17,Banka Kartı,3065.26,Abonelikler,Online hizmet
2024,Mayıs,31,2024-05-31,Kredi Kartı,6385.88,Abonelikler,Yazılım
2024,Ocak,14,2024-01-14,Nakit,7790.37,Eğlence,Konser
2024,Mayıs,22,2024-05-22,Dijital Cüzdan,3498.52,Gıda,Restoran
2024,Nisan,25,2024-04-25,Dijital Cüzdan,5476.18,Giyim,Ayakkabı
2024,Mart,6,2024-03-06,Kredi Kartı,9866.96,Fatura,Su
2024,Mayıs,27,2024-05-27,Banka Kartı,1637.31,Fatura,Su
2024,Ocak,26,2024-01-26,Kredi Kartı,6999.13,Gıda,Market alışverişi
2024,Şubat,7,2024-02-07,Nakit,5902.87,Abonelikler,Online hizmet
2024,Şubat,22,2024-02-22,Banka Kartı,7123.78,Sağlık,Hastane
2024,Mart,21,2024-03-21,Banka Kartı,12896.04,Fatura,Doğalgaz
2024,Ocak,22,2024-01-22,Dijital Cüzdan,5160.73,Gıda,Market alışverişi
2024,Haziran,27,2024-06-27,Dijital Cüzdan,6282.33,Abonelikler,Dergi
2024,Mayıs,11,2024-05-11,Kredi Kartı,5433.63,Abonelikler,Online hizmet
2024,Mayıs,10,2024-05-10,Dijital Cüzdan,5401.15,Sağlık,İlaç
2024,Ocak,24,2024-01-24,Kredi Kartı,8646.37,Ulaşım,Toplu taşıma
2024,Mart,10,2024-03-10,Nakit,9403.0,Fatura,Elektrik
2024,Haziran,12,2024-06-12,Banka Kartı,5918.47,Fatura,Doğalgaz
2024,Mayıs,13,2024-05-13,Banka Kartı,2452.55,Eğlence,Etkinlik
2024,Ocak,25,2024-01-25,Banka Kartı,6614.14,Giyim,Kıyafet
2024,Mayıs,27,2024-05-27,Nakit,1893.62,Sağlık,İlaç
2024,Haziran,6,2024-06-06,Dijital Cüzdan,4176.62,Giyim,Aksesuar
2024,Mart,14,2024-03-14,Kredi Kartı,3249.61,Fatura,Elektrik
2024,Nisan,11,2024-04-11,Nakit,1.0,Ulaşım,Benzin
2024,Haziran,21,2024-06-21,Kredi Kartı,4628.6,Abonelikler,Dergi
2024,Ocak,27,2024-01-27,Kredi Kartı,656.47,Gıda,Yemek
2024,Nisan,15,2024-04-15,Kredi Kartı,3985.21,Ulaşım,Benzin
2024,Mart,7,2024-03-07,Banka Kartı,3782.36,Giyim,Ayakkabı
2024,Mart,22,2024-03-22,Banka Kartı,5102.6,Giyim,Kıyafet
2024,Mayıs,1,2024-05-01,Dijital Cüzdan,3325.88,Sağlık,Hastane
2024,Haziran,14,2024-06-14,Banka Kartı,7082.24,Sağlık,İlaç
2024,Mart,21,2024-03-21,Banka Kartı,5284.19,Ulaşım,Araç kiralama
2024,Haziran,8,2024-06-08,Kredi Kartı,6166.58,Sağlık,Hastane
2024,Şubat,18,2024-02-18,Dijital Cüzdan,7958.91,Eğlence,Konser
2024,Ocak,6,2024-01-06,Dijital Cüzdan,7326.91,Eğlence,Konser
2024,Mart,18,2024-03-18,Banka Kartı,8600.68,Sağlık,Doktor
2024,Mart,30,2024-03-30,Dijital Cüzdan,2009.72,Giyim,Kıyafet
2024,Ocak,22,2024-01-22,Nakit,3720.43,Giyim,Aksesuar
2024,Ocak,30,2024-01-30,Banka Kartı,1319.61,Eğlence,Etkinlik
2024,Mayıs,25,2024-05-25,Kredi Kartı,1982.98,Sağlık,Doktor
2024,Haziran,14,2024-06-14,Banka Kartı,6865.7,Eğlence,Konser
2024,Haziran,12,2024-06-12,Nakit,3254.46,Giyim,Kıyafet
2024,Haziran,6,2024-06-06,Nakit,6257.22,Gıda,Restoran
2024,Mayıs,5,2024-05-05,Kredi Kartı,4117.08,Giyim,Ayakkabı
2024,Ocak,1,2024-01-01,Dijital Cüzdan,7780.7,Abonelikler,Online hizmet
2024,Şubat,27,2024-02-27,Dijital Cüzdan,6530.52,Sağlık,Hastane
2024,Şubat,26,2024-02-26,Kredi Kartı,5207.81,Gıda,Market alışverişi
2024,Ocak,30,2024-01-30,Nakit,3291.2,Fatura,Su
2024,Şubat,17,2024-02-17,Dijital Cüzdan,6215.52,Eğlence,Konser
2024,Ocak,18,2024-01-18,Kredi Kartı,921.76,Eğlence,Konser
2024,Şubat,2,2024-02-02,Kredi Kartı,7422.5,Eğlence,Etkinlik
2024,Nisan,25,2024-04-25,Banka Kartı,4783.07,Fatura,Su
2024,Mart,7,2024-03-07,Banka Kartı,236.36,Fatura,Su
2024,Nisan,23,2024-04-23,Dijital Cüzdan,4589.35,Sağlık,Hastane
2024,Nisan,28,2024-04-28,Dijital Cüzdan,8426.26,Gıda,Restoran
2024,Nisan,10,2024-04-10,Nakit,5880.67,Gıda,Restoran
2024,Şubat,27,2024-02-27,Dijital Cüzdan,804.08,Gıda,Restoran
2024,Nisan,8,2024-04-08,Dijital Cüzdan,1126.96,Gıda,Restoran
2024,Ocak,31,2024-01-31,Nakit,7301.66,Ulaşım,Toplu taşıma
2024,Şubat,28,2024-02-28,Nakit,1779.7,Giyim,Kıyafet
2024,Şubat,1,2024-02-01,Dijital Cüzdan,2377.88,Giyim,Kıyafet
2024,Haziran,25,2024-06-25,Kredi Kartı,1091.36,Eğlence,Konser
2024,Ocak,3,2024-01-03,Banka Kartı,1388.04,Eğlence,Etkinlik
2024,Şubat,19,2024-02-19,Nakit,1228.78,Giyim,Kıyafet
2024,Nisan,13,2024-04-13,Dijital Cüzdan,1.0,Sağlık,Hastane
2024,Mayıs,23,2024-05-23,Kredi Kartı,2155.05,Giyim,Kıyafet
2024,Haziran,12,2024-06-12,Kredi Kartı,3445.61,Gıda,Restoran
2024,Şubat,29,2024-02-29,Kredi Kartı,3743.56,Abonelikler,Yazılım
2024,Haziran,16,2024-06-16,Dijital Cüzdan,1448.96,Ulaşım,Toplu taşıma
2024,Şubat,2,2024-02-02,Dijital Cüzdan,6017.07,Abonelikler,Dergi
2024,Mayıs,23,2024-05-23,Kredi Kartı,8236.58,Fatura,Doğalgaz
2024,Mayıs,9,2024-05-09,Banka Kartı,3310.7,Eğlence,Konser
2024,Ocak,18,2024-01-18,Nakit,9346.43,Gıda,Yemek
2024,Ocak,12,2024-01-12,Banka Kartı,9991.75,Giyim,Kıyafet
2024,Şubat,12,2024-02-12,Kredi Kartı,11208.75,Gıda,Market alışverişi
2024,Mart,14,2024-03-14,Kredi Kartı,3271.18,Fatura,Doğalgaz
2024,Haziran,28,2024-06-28,Dijital Cüzdan,4386.96,Abonelikler,Dergi
2024,Mart,20,2024-03-20,Kredi Kartı,5559.81,Abonelikler,Online hizmet
2024,Nisan,18,2024-04-18,Banka Kartı,9614.92,Fatura,Doğalgaz
2024,Ocak,9,2024-01-09,Dijital Cüzdan,12470.1,Ulaşım,Araç kiralama
2024,Mart,13,2024-03-13,Dijital Cüzdan,5217.46,Ulaşım,Araç kiralama
2024,Mart,9,2024-03-09,Dijital Cüzdan,4431.07,Gıda,Market alışverişi
2024,Nisan,17,2024-04-17,Nakit,7161.24,Gıda,Yemek
2024,Şubat,12,2024-02-12,Nakit,768.19,Gıda,Restoran
2024,Mart,18,2024-03-18,Dijital Cüzdan,4840.43,Gıda,Market alışverişi
